idade,escolaridade,estado_civil,gastos_mensais,cidade,genero,renda
33,Fundamental,Divorciado,1755.6,Belo Horizonte,Feminino,4482.33
47,Médio,Casado,2232.78,Salvador,Feminino,2989.9
57,Superior,Solteiro,3177.04,Porto Alegre,Feminino,6898.65
19,Superior,Solteiro,2056.87,Belo Horizonte,Masculino,6062.2
34,Médio,Divorciado,1598.79,Belo Horizonte,Feminino,3467.23
58,Médio,Solteiro,3146.42,Porto Alegre,Feminino,5754.7
29,Pós-graduação,Divorciado,3106.03,São Paulo,Masculino,4684.86
52,Médio,Casado,3114.17,Rio de Janeiro,Feminino,4633.86
60,Médio,Solteiro,2910.37,Salvador,Feminino,7394.92
18,Médio,Solteiro,1854.02,São Paulo,Feminino,4663.26
62,Fundamental,Casado,2484.93,Porto Alegre,Masculino,5318.24
32,Médio,Casado,2140.67,Rio de Janeiro,Feminino,6440.63
43,Pós-graduação,Casado,2752.5,Rio de Janeiro,Feminino,7039.26
54,Superior,Solteiro,2828.52,Rio de Janeiro,Feminino,8469.21
38,Médio,Solteiro,2891.96,Porto Alegre,Feminino,3042.5
66,Pós-graduação,Casado,3875.03,São Paulo,Masculino,9394.65
48,Fundamental,Casado,2434.26,Salvador,Masculino,2775.15
42,Médio,Casado,2470.58,Rio de Janeiro,Feminino,4716.39
40,Médio,Casado,2188.36,Rio de Janeiro,Feminino,6323.65
41,Superior,Casado,2423.57,São Paulo,Feminino,6039.41
55,Fundamental,Divorciado,2350.98,Rio de Janeiro,Feminino,6243.08
45,Médio,Casado,2590.44,Rio de Janeiro,Feminino,4763.25
38,Superior,Divorciado,2729.48,Porto Alegre,Feminino,5830.66
60,Superior,Solteiro,3550.91,Belo Horizonte,Feminino,7244.79
35,Superior,Solteiro,2726.21,São Paulo,Masculino,5571.91
53,Médio,Divorciado,2608.14,São Paulo,Feminino,4784.61
52,Fundamental,Casado,2563.96,São Paulo,Masculino,5197.77
62,Médio,Solteiro,2889.03,Porto Alegre,Masculino,4675.96
26,Fundamental,Casado,1670.9,Porto Alegre,Feminino,1275.98
55,Pós-graduação,Casado,3544.38,Salvador,Masculino,8084.93
47,Médio,Divorciado,2560.6,Porto Alegre,Masculino,4731.64
61,Médio,Solteiro,3262.21,São Paulo,Masculino,4253.32
51,Superior,Solteiro,2527.25,Salvador,Feminino,6888.96
49,Médio,Divorciado,3186.25,Belo Horizonte,Masculino,4050.23
20,Médio,Casado,1807.79,Rio de Janeiro,Masculino,4328.28
20,Superior,Casado,2230.65,Rio de Janeiro,Feminino,5251.8
45,Superior,Solteiro,2547.51,Salvador,Feminino,6076.05
61,Superior,Divorciado,3116.43,Belo Horizonte,Masculino,6667.17
32,Fundamental,Divorciado,2143.39,Rio de Janeiro,Feminino,5477.87
58,Médio,Casado,2815.26,Salvador,Feminino,4901.9
40,Superior,Casado,2312.42,Porto Alegre,Masculino,6253.99
57,Fundamental,Divorciado,2451.37,São Paulo,Masculino,7274.79
28,Médio,Solteiro,1618.09,Belo Horizonte,Masculino,3317.99
65,Superior,Casado,3202.44,Rio de Janeiro,Feminino,7486.59
49,Fundamental,Divorciado,2551.44,São Paulo,Masculino,6012.62
53,Superior,Divorciado,2782.8,Salvador,Masculino,4089.3
50,Médio,Divorciado,2733.69,Rio de Janeiro,Feminino,4625.9
41,Médio,Solteiro,1784.4,São Paulo,Feminino,4140.88
56,Fundamental,Casado,2972.86,Porto Alegre,Feminino,5352.16
51,Superior,Casado,3947.91,Belo Horizonte,Feminino,6200.11
45,Médio,Casado,2583.63,Salvador,Masculino,5518.12
54,Médio,Solteiro,2456.82,Rio de Janeiro,Masculino,6908.14
24,Superior,Casado,2069.93,Porto Alegre,Masculino,2738.9
21,Superior,Casado,1792.95,Belo Horizonte,Feminino,2863.43
54,Pós-graduação,Casado,3943.52,Belo Horizonte,Masculino,7738.65
18,Médio,Casado,1588.91,Porto Alegre,Feminino,1353.06
18,Médio,Solteiro,997.17,Rio de Janeiro,Feminino,1927.76
64,Pós-graduação,Divorciado,3483.97,Belo Horizonte,Feminino,7462.05
37,Superior,Divorciado,2082.86,Salvador,Masculino,3264.97
36,Médio,Casado,2308.73,São Paulo,Feminino,3772.34
46,Fundamental,Casado,2079.45,Salvador,Masculino,5011.4
27,Superior,Casado,2560.16,Belo Horizonte,Masculino,4363.98
35,Médio,Solteiro,1882.54,São Paulo,Masculino,6247.73
45,Superior,Casado,3087.75,Porto Alegre,Feminino,5181.84
52,Médio,Solteiro,2482.79,São Paulo,Masculino,6153.11
60,Fundamental,Casado,3084.95,São Paulo,Masculino,5470.56
64,Superior,Casado,3182.35,São Paulo,Feminino,7483.92
48,Fundamental,Divorciado,2219.62,Belo Horizonte,Masculino,4007.73
44,Médio,Casado,2183.4,Rio de Janeiro,Feminino,5756.16
28,Médio,Solteiro,2090.13,Belo Horizonte,Masculino,4124.47
66,Médio,Divorciado,2655.33,Rio de Janeiro,Feminino,8361.49
66,Superior,Solteiro,3307.02,Porto Alegre,Feminino,6814.87
55,Superior,Divorciado,3075.02,Porto Alegre,Feminino,6797.85
22,Superior,Solteiro,2279.72,Porto Alegre,Feminino,3573.22
25,Fundamental,Divorciado,1631.14,Porto Alegre,Feminino,3937.68
51,Fundamental,Solteiro,2703.29,Porto Alegre,Masculino,4575.23
65,Médio,Solteiro,2725.65,Salvador,Masculino,2587.73
69,Pós-graduação,Casado,4366.7,Belo Horizonte,Masculino,7581.22
29,Superior,Divorciado,2596.95,Rio de Janeiro,Masculino,3876.32
55,Superior,Divorciado,2978.14,Porto Alegre,Feminino,5511.61
18,Médio,Casado,1756.18,Salvador,Feminino,3206.58
48,Médio,Solteiro,2112.52,Salvador,Masculino,4101.25
21,Médio,Solteiro,1678.53,Salvador,Feminino,3666.07
66,Fundamental,Divorciado,2743.1,Belo Horizonte,Masculino,2952.53
62,Fundamental,Solteiro,2953.99,Porto Alegre,Feminino,6058.31
67,Pós-graduação,Divorciado,3959.05,Salvador,Feminino,8595.58
22,Médio,Divorciado,1432.27,Salvador,Masculino,1835.01
47,Médio,Solteiro,1938.55,Porto Alegre,Masculino,4325.06
41,Fundamental,Solteiro,2165.15,Belo Horizonte,Feminino,6241.03
20,Pós-graduação,Solteiro,2957.91,Salvador,Masculino,7465.23
28,Médio,Casado,1925.27,Rio de Janeiro,Masculino,6077.57
62,Superior,Divorciado,2890.85,São Paulo,Masculino,7387.1
21,Pós-graduação,Solteiro,2559.93,São Paulo,Masculino,8186.47
43,Médio,Casado,2646.53,São Paulo,Feminino,6460.23
44,Superior,Solteiro,2727.05,Belo Horizonte,Feminino,4656.11
63,Fundamental,Divorciado,2598.13,Salvador,Feminino,6440.66
60,Fundamental,Casado,3324.19,São Paulo,Feminino,7064.16
44,Superior,Divorciado,2495.79,São Paulo,Masculino,6027.16
59,Superior,Solteiro,3202.12,Porto Alegre,Masculino,6543.47
68,Médio,Solteiro,2855.48,Salvador,Masculino,6758.19
67,Médio,Solteiro,3205.86,Salvador,Feminino,5292.03
23,Médio,Casado,1834.43,Porto Alegre,Feminino,4033.41
32,Fundamental,Casado,1691.4,Salvador,Feminino,3128.56
47,Médio,Casado,2200.1,Rio de Janeiro,Feminino,4255.05
59,Médio,Casado,2811.67,Belo Horizonte,Masculino,3750.92
54,Médio,Solteiro,2685.47,Porto Alegre,Masculino,4418.74
54,Superior,Solteiro,3051.36,São Paulo,Masculino,7638.31
59,Médio,Solteiro,2677.79,Salvador,Feminino,3192.77
54,Fundamental,Casado,2251.41,Rio de Janeiro,Feminino,7626.24
52,Médio,Casado,3115.08,Rio de Janeiro,Feminino,6667.78
40,Superior,Solteiro,2891.52,Belo Horizonte,Feminino,6013.8
23,Médio,Solteiro,1691.77,Rio de Janeiro,Feminino,4965.78
21,Fundamental,Casado,1922.86,Salvador,Feminino,2402.32
35,Médio,Divorciado,1988.8,Salvador,Masculino,2274.14
26,Superior,Solteiro,2035.67,Rio de Janeiro,Feminino,6209.84
66,Médio,Solteiro,3083.8,Salvador,Feminino,6344.15
46,Superior,Solteiro,2921.7,Salvador,Feminino,5306.2
30,Pós-graduação,Casado,3404.55,São Paulo,Masculino,6555.82
64,Superior,Solteiro,3198.88,Porto Alegre,Masculino,6158.0
69,Superior,Solteiro,3281.16,Salvador,Feminino,7431.15
34,Médio,Solteiro,2650.37,Salvador,Masculino,4301.94
62,Fundamental,Solteiro,3215.36,Belo Horizonte,Masculino,6910.01
49,Pós-graduação,Solteiro,3661.01,Porto Alegre,Masculino,7896.34
65,Médio,Divorciado,2744.93,Porto Alegre,Feminino,4416.94
39,Fundamental,Divorciado,2295.32,Porto Alegre,Masculino,3652.62
21,Superior,Solteiro,1742.83,Rio de Janeiro,Masculino,4502.79
22,Médio,Solteiro,1505.98,São Paulo,Masculino,5206.86
54,Médio,Solteiro,2270.96,São Paulo,Feminino,4584.81
58,Médio,Solteiro,2514.09,Belo Horizonte,Masculino,4334.48
66,Médio,Casado,2622.59,Porto Alegre,Feminino,5781.43
30,Superior,Casado,2608.77,Porto Alegre,Masculino,6595.3
51,Médio,Casado,3066.23,Salvador,Feminino,7406.19
62,Médio,Divorciado,3152.89,Rio de Janeiro,Feminino,4759.63
39,Médio,Solteiro,2394.74,Rio de Janeiro,Feminino,5587.6
40,Superior,Casado,2599.14,Belo Horizonte,Feminino,5476.99
68,Superior,Solteiro,3597.65,São Paulo,Feminino,7650.7
20,Médio,Solteiro,1278.33,Porto Alegre,Masculino,2717.12
59,Superior,Divorciado,2880.25,Belo Horizonte,Masculino,5215.33
51,Fundamental,Divorciado,2094.13,Rio de Janeiro,Masculino,7216.8
49,Pós-graduação,Casado,3103.96,Rio de Janeiro,Feminino,6369.06
62,Médio,Casado,3066.15,Rio de Janeiro,Feminino,5952.39
68,Superior,Divorciado,3779.03,Porto Alegre,Feminino,8397.37
66,Fundamental,Divorciado,2709.54,Porto Alegre,Masculino,5527.08
38,Médio,Solteiro,2228.08,Porto Alegre,Feminino,3229.71
63,Médio,Solteiro,3232.59,Salvador,Feminino,4520.26
61,Superior,Casado,3284.43,São Paulo,Feminino,8429.31
38,Médio,Casado,1916.99,Rio de Janeiro,Feminino,4594.23
61,Pós-graduação,Divorciado,3705.03,Rio de Janeiro,Masculino,9017.96
28,Médio,Casado,2269.26,Salvador,Feminino,4022.2
56,Médio,Solteiro,2659.14,Rio de Janeiro,Feminino,6730.19
21,Fundamental,Divorciado,2270.72,Rio de Janeiro,Feminino,3491.9
68,Superior,Solteiro,3339.73,Porto Alegre,Feminino,5534.35
18,Médio,Divorciado,1388.16,Porto Alegre,Masculino,1897.14
45,Superior,Divorciado,2428.4,São Paulo,Feminino,8130.99
41,Pós-graduação,Solteiro,3551.72,Rio de Janeiro,Masculino,8118.48
52,Pós-graduação,Casado,3588.27,Belo Horizonte,Masculino,6350.81
30,Médio,Casado,1629.93,Rio de Janeiro,Feminino,3566.64
64,Superior,Casado,3312.41,Rio de Janeiro,Feminino,8864.51
51,Superior,Casado,3175.64,São Paulo,Masculino,7136.82
28,Fundamental,Solteiro,1591.95,Belo Horizonte,Feminino,1725.26
53,Superior,Divorciado,3192.68,Rio de Janeiro,Feminino,6047.85
68,Fundamental,Solteiro,3309.84,Belo Horizonte,Masculino,6552.87
34,Médio,Casado,1889.94,Porto Alegre,Masculino,3132.17
52,Fundamental,Casado,2001.54,Porto Alegre,Masculino,6694.8
35,Fundamental,Solteiro,1968.87,Belo Horizonte,Masculino,5665.45
57,Médio,Divorciado,2558.85,Rio de Janeiro,Masculino,7339.56
39,Médio,Solteiro,1796.39,Belo Horizonte,Masculino,4448.2
41,Superior,Solteiro,2906.03,Belo Horizonte,Feminino,6583.04
36,Fundamental,Solteiro,2267.7,Porto Alegre,Feminino,3744.19
54,Médio,Divorciado,2685.46,Belo Horizonte,Feminino,4670.13
56,Fundamental,Solteiro,2549.95,Salvador,Feminino,3599.91
38,Médio,Solteiro,2180.54,Salvador,Feminino,3855.41
25,Superior,Casado,2054.97,Porto Alegre,Feminino,3481.44
45,Médio,Solteiro,2555.43,Rio de Janeiro,Feminino,5256.25
22,Superior,Casado,2028.72,Rio de Janeiro,Feminino,4388.94
34,Médio,Casado,1944.37,Porto Alegre,Feminino,2831.47
54,Superior,Casado,3069.36,Rio de Janeiro,Masculino,4645.11
53,Médio,Divorciado,3570.17,São Paulo,Masculino,4867.34
36,Médio,Casado,1774.1,Salvador,Feminino,3080.28
44,Superior,Solteiro,2678.87,São Paulo,Feminino,6391.02
51,Fundamental,Solteiro,2049.35,São Paulo,Masculino,6740.64
28,Superior,Casado,2416.26,São Paulo,Masculino,5847.26
62,Superior,Casado,3879.35,Porto Alegre,Masculino,7528.1
64,Médio,Solteiro,2851.28,São Paulo,Feminino,7168.69
29,Fundamental,Casado,1677.33,Belo Horizonte,Masculino,4860.07
38,Fundamental,Divorciado,2121.76,Rio de Janeiro,Masculino,3994.03
28,Pós-graduação,Casado,3150.42,Porto Alegre,Masculino,5218.07
56,Superior,Divorciado,3594.44,Belo Horizonte,Feminino,6183.51
45,Fundamental,Divorciado,2035.87,Belo Horizonte,Masculino,3207.66
22,Médio,Divorciado,1857.45,Salvador,Feminino,2870.25
34,Médio,Casado,1989.51,Salvador,Masculino,2750.47
37,Superior,Divorciado,3042.75,Belo Horizonte,Masculino,4130.87
58,Fundamental,Divorciado,3428.56,Salvador,Feminino,5255.41
63,Médio,Casado,3436.18,Rio de Janeiro,Masculino,8015.12
29,Superior,Divorciado,2074.13,Rio de Janeiro,Masculino,5699.75
23,Fundamental,Casado,1437.55,Salvador,Masculino,3427.26
34,Médio,Solteiro,2528.33,São Paulo,Feminino,4764.98
68,Pós-graduação,Divorciado,4008.81,Belo Horizonte,Feminino,8365.52
36,Superior,Casado,2349.17,Rio de Janeiro,Feminino,7728.96
43,Médio,Solteiro,1881.2,Salvador,Masculino,3873.38
65,Fundamental,Divorciado,2991.91,Salvador,Feminino,2011.21
61,Fundamental,Divorciado,2706.4,Rio de Janeiro,Masculino,5172.67
61,Médio,Casado,2947.1,Rio de Janeiro,Masculino,6156.72
69,Superior,Solteiro,3627.06,São Paulo,Masculino,7843.07
49,Médio,Casado,2105.32,Salvador,Masculino,4220.42
23,Superior,Divorciado,1944.75,Salvador,Masculino,4139.83
53,Pós-graduação,Divorciado,3873.39,Porto Alegre,Masculino,7735.98
55,Médio,Divorciado,2959.82,São Paulo,Masculino,7805.13
28,Fundamental,Divorciado,1728.57,Rio de Janeiro,Masculino,4073.7
50,Médio,Solteiro,2552.81,Rio de Janeiro,Feminino,7663.39
41,Pós-graduação,Solteiro,2917.78,Belo Horizonte,Feminino,7521.69
40,Superior,Casado,2683.9,Rio de Janeiro,Masculino,5829.68
32,Fundamental,Casado,2291.6,Salvador,Feminino,4466.92
44,Superior,Casado,3320.49,Rio de Janeiro,Feminino,4265.38
28,Médio,Divorciado,1802.31,Salvador,Feminino,3384.72
68,Pós-graduação,Casado,3945.74,Salvador,Masculino,8918.52
67,Fundamental,Solteiro,2579.07,São Paulo,Feminino,6881.08
34,Médio,Casado,1840.46,Rio de Janeiro,Masculino,5337.06
68,Superior,Casado,3519.45,São Paulo,Feminino,8624.74
31,Médio,Solteiro,1877.69,Salvador,Feminino,3847.26
44,Médio,Solteiro,2149.75,Rio de Janeiro,Feminino,5922.89
35,Fundamental,Divorciado,2406.13,Rio de Janeiro,Masculino,4190.21
45,Médio,Solteiro,2474.2,São Paulo,Masculino,6426.36
68,Médio,Solteiro,2990.34,São Paulo,Masculino,5939.94
64,Pós-graduação,Casado,4125.1,Salvador,Masculino,9356.95
64,Médio,Solteiro,2912.2,Salvador,Masculino,5179.91
21,Médio,Divorciado,2095.71,Rio de Janeiro,Masculino,4268.15
24,Superior,Casado,1981.53,Rio de Janeiro,Masculino,6582.14
62,Fundamental,Divorciado,2958.46,Porto Alegre,Masculino,6606.52
52,Médio,Solteiro,1922.33,Porto Alegre,Masculino,4640.56
65,Superior,Divorciado,3332.49,Belo Horizonte,Feminino,6966.13
26,Superior,Divorciado,2325.57,Salvador,Feminino,2217.09
25,Superior,Solteiro,2153.68,Belo Horizonte,Masculino,3880.68
69,Superior,Solteiro,3238.43,Belo Horizonte,Feminino,5438.97
62,Fundamental,Casado,2651.72,São Paulo,Feminino,5694.64
34,Pós-graduação,Casado,2718.06,São Paulo,Masculino,7032.12
34,Fundamental,Casado,1984.19,Porto Alegre,Masculino,2908.64
66,Superior,Solteiro,3715.53,Belo Horizonte,Feminino,5766.51
50,Médio,Divorciado,2395.97,Porto Alegre,Masculino,5025.36
49,Pós-graduação,Divorciado,4012.68,Salvador,Feminino,5659.73
25,Superior,Casado,2318.6,Rio de Janeiro,Masculino,4658.99
36,Superior,Casado,1965.43,São Paulo,Feminino,6333.15
55,Médio,Solteiro,2749.95,Salvador,Masculino,5719.69
20,Médio,Divorciado,1584.88,Salvador,Feminino,2069.83
22,Superior,Casado,2573.22,São Paulo,Feminino,6650.37
30,Superior,Solteiro,2394.91,São Paulo,Feminino,3268.16
64,Fundamental,Casado,2844.05,Belo Horizonte,Feminino,5202.13
63,Pós-graduação,Solteiro,4511.88,Porto Alegre,Masculino,8456.09
48,Superior,Divorciado,2308.29,Salvador,Feminino,4911.69
33,Médio,Solteiro,1886.72,Belo Horizonte,Masculino,2340.12
67,Superior,Casado,3589.71,Belo Horizonte,Feminino,6976.7
49,Médio,Casado,2350.18,Salvador,Masculino,4414.3
39,Médio,Divorciado,1539.76,Salvador,Feminino,3138.47
46,Médio,Divorciado,2501.23,Rio de Janeiro,Masculino,5011.22
39,Médio,Casado,2032.6,Porto Alegre,Feminino,3348.12
60,Superior,Casado,3259.13,Salvador,Feminino,7750.75
20,Médio,Casado,1977.66,São Paulo,Masculino,4679.98
27,Superior,Divorciado,2401.34,Rio de Janeiro,Feminino,6043.78
59,Superior,Casado,3083.99,Porto Alegre,Feminino,8337.2
38,Superior,Divorciado,2758.08,São Paulo,Feminino,7434.81
33,Fundamental,Casado,1862.66,São Paulo,Feminino,5893.95
29,Superior,Solteiro,2278.93,Porto Alegre,Masculino,6531.1
19,Médio,Solteiro,1797.2,Rio de Janeiro,Feminino,3794.0
58,Médio,Casado,2547.48,São Paulo,Masculino,4682.2
41,Médio,Solteiro,2398.47,Belo Horizonte,Masculino,2266.15
52,Médio,Divorciado,2490.97,Porto Alegre,Masculino,5339.17
47,Superior,Solteiro,2757.62,Porto Alegre,Masculino,4883.49
47,Médio,Solteiro,2258.66,Salvador,Feminino,7676.78
64,Superior,Divorciado,3235.8,Rio de Janeiro,Feminino,6857.77
52,Fundamental,Solteiro,2586.78,Belo Horizonte,Masculino,3585.13
36,Médio,Solteiro,1997.58,Belo Horizonte,Feminino,4577.73
67,Pós-graduação,Casado,4420.85,Salvador,Feminino,9148.44
25,Superior,Divorciado,1983.86,São Paulo,Masculino,7546.92
43,Médio,Divorciado,2452.94,São Paulo,Masculino,4900.36
66,Médio,Casado,3322.98,Belo Horizonte,Masculino,6460.09
57,Médio,Casado,3229.04,Rio de Janeiro,Feminino,5687.57
24,Médio,Solteiro,1476.47,São Paulo,Masculino,4745.91
47,Superior,Solteiro,3217.32,Porto Alegre,Masculino,5636.39
24,Superior,Solteiro,2281.77,Salvador,Feminino,6613.9
20,Médio,Casado,1915.67,Rio de Janeiro,Feminino,6267.62
18,Pós-graduação,Divorciado,2346.6,São Paulo,Feminino,5710.2
53,Médio,Solteiro,2555.12,Belo Horizonte,Feminino,5927.02
42,Médio,Casado,2150.9,Salvador,Feminino,3169.8
54,Médio,Divorciado,2484.76,São Paulo,Feminino,6862.04
18,Superior,Casado,2052.34,Belo Horizonte,Feminino,6040.02
32,Médio,Solteiro,2708.47,São Paulo,Feminino,3638.15
54,Médio,Casado,2820.66,Salvador,Masculino,3477.78
30,Médio,Casado,1794.66,Porto Alegre,Feminino,3004.84
57,Fundamental,Casado,2622.41,Porto Alegre,Masculino,6017.93
25,Superior,Casado,2418.77,Belo Horizonte,Feminino,5225.7
22,Médio,Divorciado,1604.15,Porto Alegre,Feminino,2851.74
26,Fundamental,Solteiro,1725.21,Salvador,Masculino,4021.06
18,Superior,Divorciado,1707.25,Belo Horizonte,Feminino,4108.04
53,Pós-graduação,Casado,3575.88,São Paulo,Masculino,8781.77
52,Pós-graduação,Casado,2802.5,Rio de Janeiro,Feminino,9145.01
19,Médio,Solteiro,1039.48,São Paulo,Masculino,4427.53
57,Fundamental,Solteiro,2604.91,Salvador,Masculino,6540.48
40,Médio,Divorciado,2398.08,Belo Horizonte,Feminino,2797.73
26,Fundamental,Divorciado,2263.41,São Paulo,Masculino,5246.77
51,Pós-graduação,Solteiro,3650.41,Belo Horizonte,Masculino,6609.68
63,Fundamental,Divorciado,3050.27,Porto Alegre,Feminino,4745.1
31,Médio,Casado,1963.85,Rio de Janeiro,Feminino,4390.44
21,Médio,Casado,1881.52,Salvador,Masculino,2626.63
47,Médio,Solteiro,2474.02,São Paulo,Feminino,4005.04
48,Superior,Divorciado,3051.78,Rio de Janeiro,Masculino,6449.24
55,Médio,Casado,2180.91,Salvador,Masculino,5022.32
28,Fundamental,Solteiro,1918.89,Salvador,Masculino,3265.83
52,Médio,Divorciado,2566.98,Porto Alegre,Feminino,6072.58
25,Médio,Casado,1625.16,Belo Horizonte,Feminino,3142.17
20,Fundamental,Divorciado,1497.24,Belo Horizonte,Masculino,3014.88
31,Superior,Divorciado,2029.84,Rio de Janeiro,Masculino,6232.41
30,Médio,Divorciado,2061.73,Porto Alegre,Masculino,3367.09
62,Superior,Solteiro,3430.5,Salvador,Feminino,7077.74
49,Pós-graduação,Casado,3490.76,Porto Alegre,Masculino,6931.94
51,Pós-graduação,Solteiro,3599.0,Porto Alegre,Feminino,6384.03
62,Pós-graduação,Casado,3486.14,Rio de Janeiro,Masculino,9028.32
36,Médio,Casado,2609.0,Belo Horizonte,Masculino,4184.71
55,Fundamental,Solteiro,2932.93,Porto Alegre,Masculino,4913.07
33,Médio,Solteiro,2176.18,Porto Alegre,Masculino,2761.35
19,Superior,Casado,2515.36,Porto Alegre,Feminino,4610.44
57,Pós-graduação,Casado,3773.34,São Paulo,Feminino,9528.74
34,Superior,Casado,2435.25,Porto Alegre,Feminino,5402.48
51,Fundamental,Divorciado,2612.15,Porto Alegre,Feminino,3839.99
59,Pós-graduação,Casado,4228.08,Salvador,Feminino,8026.66
33,Médio,Solteiro,1721.65,São Paulo,Masculino,6352.63
55,Fundamental,Solteiro,3104.5,Porto Alegre,Feminino,3712.05
19,Médio,Solteiro,1164.33,Porto Alegre,Feminino,4045.88
19,Fundamental,Casado,1729.92,Rio de Janeiro,Feminino,1707.3
43,Médio,Casado,2593.06,Rio de Janeiro,Feminino,4604.82
30,Médio,Divorciado,2093.33,São Paulo,Masculino,4069.63
64,Médio,Divorciado,3234.27,Salvador,Masculino,6281.0
48,Superior,Solteiro,2901.75,São Paulo,Masculino,8672.6
51,Superior,Divorciado,2648.06,São Paulo,Feminino,8162.6
56,Superior,Divorciado,3495.08,Rio de Janeiro,Masculino,7811.6
20,Médio,Solteiro,2154.58,Rio de Janeiro,Masculino,5062.78
25,Superior,Casado,2200.61,Salvador,Feminino,3397.48
40,Pós-graduação,Divorciado,3404.58,Porto Alegre,Feminino,7893.83
31,Fundamental,Casado,1682.08,Salvador,Feminino,2447.89
44,Médio,Solteiro,2049.45,Porto Alegre,Masculino,3460.86
46,Médio,Solteiro,2412.2,Belo Horizonte,Feminino,4695.67
56,Fundamental,Divorciado,2461.7,Rio de Janeiro,Masculino,4564.19
56,Superior,Solteiro,3208.87,Belo Horizonte,Masculino,7525.84
18,Superior,Solteiro,2949.1,Belo Horizonte,Masculino,4401.44
34,Fundamental,Solteiro,1808.24,Rio de Janeiro,Masculino,3398.6
58,Superior,Divorciado,3342.47,Belo Horizonte,Masculino,7909.58
47,Superior,Divorciado,2382.47,São Paulo,Feminino,6587.06
30,Pós-graduação,Divorciado,3056.99,Porto Alegre,Masculino,6336.29
38,Médio,Solteiro,1928.38,Salvador,Masculino,3679.56
36,Pós-graduação,Casado,3167.79,Rio de Janeiro,Masculino,4882.87
36,Médio,Solteiro,2159.77,São Paulo,Masculino,6058.11
42,Médio,Divorciado,2301.73,Salvador,Masculino,4128.03
39,Fundamental,Casado,1885.77,Salvador,Feminino,4103.14
48,Fundamental,Casado,2354.85,Salvador,Masculino,5080.96
34,Superior,Divorciado,2590.72,Belo Horizonte,Masculino,4906.33
40,Médio,Casado,2127.21,Belo Horizonte,Masculino,2878.61
49,Médio,Casado,2890.99,Belo Horizonte,Masculino,3519.15
27,Fundamental,Divorciado,1822.3,Belo Horizonte,Feminino,4223.18
27,Superior,Casado,2012.14,São Paulo,Masculino,5838.11
53,Fundamental,Casado,2719.43,Belo Horizonte,Masculino,5655.92
25,Superior,Divorciado,1515.9,Rio de Janeiro,Masculino,6931.8
69,Fundamental,Casado,3658.46,Salvador,Masculino,6337.22
37,Fundamental,Casado,1593.76,São Paulo,Feminino,6106.45
49,Médio,Casado,2738.94,Belo Horizonte,Feminino,3738.13
67,Médio,Casado,3232.24,Salvador,Feminino,5951.95
31,Médio,Divorciado,1590.84,São Paulo,Masculino,4082.64
67,Médio,Solteiro,3177.84,Salvador,Feminino,4255.69
45,Pós-graduação,Solteiro,3143.16,São Paulo,Feminino,8710.85
63,Superior,Casado,3340.37,Porto Alegre,Feminino,7404.19
69,Fundamental,Divorciado,3211.12,São Paulo,Feminino,6105.75
41,Médio,Divorciado,2215.5,Belo Horizonte,Feminino,4097.62
32,Superior,Casado,2159.98,Salvador,Masculino,5803.01
39,Médio,Solteiro,2293.11,Salvador,Feminino,3338.05
47,Fundamental,Casado,2347.57,Salvador,Feminino,5160.65
21,Superior,Divorciado,2096.82,Rio de Janeiro,Feminino,4643.52
30,Superior,Divorciado,2384.55,Rio de Janeiro,Masculino,6407.78
40,Médio,Solteiro,1796.41,Belo Horizonte,Masculino,2790.98
25,Fundamental,Divorciado,1412.72,Porto Alegre,Feminino,4595.98
35,Fundamental,Divorciado,1873.24,Rio de Janeiro,Masculino,5434.89
29,Superior,Divorciado,2493.1,São Paulo,Masculino,7960.63
48,Médio,Solteiro,2161.26,Belo Horizonte,Feminino,3465.6
31,Médio,Divorciado,2286.78,Porto Alegre,Masculino,4215.66
51,Médio,Casado,2590.5,São Paulo,Feminino,5530.61
35,Médio,Solteiro,2159.31,Salvador,Feminino,2283.77
51,Pós-graduação,Casado,3430.5,Rio de Janeiro,Feminino,8660.48
28,Superior,Casado,1861.18,São Paulo,Masculino,6468.75
58,Superior,Solteiro,3399.58,Porto Alegre,Feminino,8370.17
29,Fundamental,Casado,1653.34,Belo Horizonte,Feminino,2945.51
66,Fundamental,Solteiro,2532.43,São Paulo,Masculino,6774.42
32,Médio,Casado,1709.57,Belo Horizonte,Feminino,3906.85
48,Fundamental,Solteiro,2416.08,Salvador,Masculino,4226.02
66,Pós-graduação,Divorciado,3266.52,Porto Alegre,Masculino,8199.76
46,Fundamental,Divorciado,2279.16,Porto Alegre,Feminino,5046.5
43,Médio,Casado,2592.5,Rio de Janeiro,Masculino,5049.38
35,Médio,Divorciado,2059.59,Porto Alegre,Feminino,3514.76
49,Superior,Solteiro,3329.81,São Paulo,Masculino,6443.38
39,Fundamental,Casado,2049.05,São Paulo,Masculino,3448.5
55,Médio,Divorciado,2995.95,São Paulo,Masculino,6683.74
34,Médio,Divorciado,1617.51,Salvador,Masculino,3182.89
40,Superior,Casado,2879.96,Porto Alegre,Feminino,6733.02
41,Fundamental,Divorciado,2197.52,Porto Alegre,Feminino,5310.99
67,Pós-graduação,Divorciado,4416.46,São Paulo,Masculino,11748.2
25,Superior,Casado,2126.28,Rio de Janeiro,Feminino,6194.54
58,Médio,Divorciado,2424.22,Rio de Janeiro,Feminino,6460.3
