cidade,data,temperatura_maxima,temperatura_minima
Brasília,2023-10-04 19:37:41.600710,29.08,1.76
Manaus,2023-10-04 19:37:41.600710,24.09,-1.16
São Paulo,2023-10-05 19:37:41.600710,30.03,-4.62
Rio de Janeiro,2023-10-05 19:37:41.600710,19.18,17.53
Belo Horizonte,2023-10-05 19:37:41.600710,33.15,-7.48
Porto Alegre,2023-10-05 19:37:41.600710,16.53,6.0
Salvador,2023-10-05 19:37:41.600710,30.39,11.03
Curitiba,2023-10-05 19:37:41.600710,29.72,-0.88
Fortaleza,2023-10-05 19:37:41.600710,37.68,-6.99
Recife,2023-10-05 19:37:41.600710,21.44,20.24
Brasília,2023-10-05 19:37:41.600710,15.13,5.33
Manaus,2023-10-05 19:37:41.600710,27.01,19.29
São Paulo,2023-10-06 19:37:41.600710,31.95,18.24
Rio de Janeiro,2023-10-06 19:37:41.600710,36.57,15.96
Belo Horizonte,2023-10-06 19:37:41.600710,37.67,21.25
Porto Alegre,2023-10-06 19:37:41.600710,25.41,1.93
Salvador,2023-10-06 19:37:41.600710,33.04,3.65
Curitiba,2023-10-06 19:37:41.600710,29.58,-1.74
Fortaleza,2023-10-06 19:37:41.600710,28.74,20.9
Recife,2023-10-06 19:37:41.600710,31.08,9.6
Brasília,2023-10-06 19:37:41.600710,25.6,21.15
Manaus,2023-10-06 19:37:41.600710,31.64,0.66
São Paulo,2023-10-07 19:37:41.600710,36.05,32.48
Rio de Janeiro,2023-10-07 19:37:41.600710,28.13,-9.31
Belo Horizonte,2023-10-07 19:37:41.600710,25.81,4.74
Porto Alegre,2023-10-07 19:37:41.600710,30.44,-0.72
Salvador,2023-10-07 19:37:41.600710,26.92,-7.24
Curitiba,2023-10-07 19:37:41.600710,22.81,-9.19
Fortaleza,2023-10-07 19:37:41.600710,19.66,-4.16
Recife,2023-10-07 19:37:41.600710,25.38,23.58
Brasília,2023-10-07 19:37:41.600710,29.09,7.81
Manaus,2023-10-07 19:37:41.600710,28.36,-7.84
São Paulo,2023-10-08 19:37:41.600710,16.0,-6.5
Rio de Janeiro,2023-10-08 19:37:41.600710,36.69,12.04
Belo Horizonte,2023-10-08 19:37:41.600710,16.11,-4.15
Porto Alegre,2023-10-08 19:37:41.600710,22.9,9.38
Salvador,2023-10-08 19:37:41.600710,37.07,35.58
Curitiba,2023-10-08 19:37:41.600710,35.67,-3.86
Fortaleza,2023-10-08 19:37:41.600710,27.99,-5.81
Recife,2023-10-08 19:37:41.600710,26.45,25.95
Brasília,2023-10-08 19:37:41.600710,38.83,-9.39
Manaus,2023-10-08 19:37:41.600710,26.72,3.41
São Paulo,2023-10-09 19:37:41.600710,17.53,8.11
Rio de Janeiro,2023-10-09 19:37:41.600710,31.96,22.18
Belo Horizonte,2023-10-09 19:37:41.600710,15.97,6.02
Porto Alegre,2023-10-09 19:37:41.600710,17.29,4.71
Salvador,2023-10-09 19:37:41.600710,22.02,-5.02
Curitiba,2023-10-09 19:37:41.600710,38.37,30.19
Fortaleza,2023-10-09 19:37:41.600710,19.02,10.45
Recife,2023-10-09 19:37:41.600710,37.12,33.36
Brasília,2023-10-09 19:37:41.600710,27.32,-9.0
Manaus,2023-10-09 19:37:41.600710,35.26,6.5
São Paulo,2023-10-10 19:37:41.600710,38.32,9.98
Rio de Janeiro,2023-10-10 19:37:41.600710,19.46,14.27
Belo Horizonte,2023-10-10 19:37:41.600710,24.36,-6.26
Porto Alegre,2023-10-10 19:37:41.600710,38.81,27.84
Salvador,2023-10-10 19:37:41.600710,30.46,19.71
Curitiba,2023-10-10 19:37:41.600710,26.36,16.65
Fortaleza,2023-10-10 19:37:41.600710,28.64,27.41
Recife,2023-10-10 19:37:41.600710,20.73,14.28
Brasília,2023-10-10 19:37:41.600710,27.28,7.39
Manaus,2023-10-10 19:37:41.600710,32.92,13.7
São Paulo,2023-10-11 19:37:41.600710,37.93,6.69
Rio de Janeiro,2023-10-11 19:37:41.600710,21.17,16.53
Belo Horizonte,2023-10-11 19:37:41.600710,24.13,3.89
Porto Alegre,2023-10-11 19:37:41.600710,15.11,14.64
Salvador,2023-10-11 19:37:41.600710,18.08,17.53
Curitiba,2023-10-11 19:37:41.600710,24.94,2.85
Fortaleza,2023-10-11 19:37:41.600710,26.37,25.76
Recife,2023-10-11 19:37:41.600710,21.33,12.71
Brasília,2023-10-11 19:37:41.600710,26.14,-0.0
Manaus,2023-10-11 19:37:41.600710,25.36,-2.59
São Paulo,2023-10-12 19:37:41.600710,29.94,5.84
Rio de Janeiro,2023-10-12 19:37:41.600710,37.81,17.84
Belo Horizonte,2023-10-12 19:37:41.600710,21.47,4.74
Porto Alegre,2023-10-12 19:37:41.600710,17.65,-8.77
Salvador,2023-10-12 19:37:41.600710,18.49,15.68
Curitiba,2023-10-12 19:37:41.600710,35.67,1.21
Fortaleza,2023-10-12 19:37:41.600710,18.94,-2.26
Recife,2023-10-12 19:37:41.600710,30.03,17.38
Brasília,2023-10-12 19:37:41.600710,38.17,28.87
Manaus,2023-10-12 19:37:41.600710,21.25,14.74
São Paulo,2023-10-13 19:37:41.600710,33.61,26.4
Rio de Janeiro,2023-10-13 19:37:41.600710,36.98,28.85
Belo Horizonte,2023-10-13 19:37:41.600710,28.67,16.76
Porto Alegre,2023-10-13 19:37:41.600710,39.68,2.51
Salvador,2023-10-13 19:37:41.600710,17.67,-8.4
Curitiba,2023-10-13 19:37:41.600710,16.31,8.24
Fortaleza,2023-10-13 19:37:41.600710,17.08,16.59
Recife,2023-10-13 19:37:41.600710,19.42,-5.83
Brasília,2023-10-13 19:37:41.600710,36.28,-9.32
Manaus,2023-10-13 19:37:41.600710,20.9,-2.07
São Paulo,2023-10-14 19:37:41.600710,38.37,-3.41
Rio de Janeiro,2023-10-14 19:37:41.600710,15.71,13.23
Belo Horizonte,2023-10-14 19:37:41.600710,26.41,-3.5
Porto Alegre,2023-10-14 19:37:41.600710,21.42,20.53
Salvador,2023-10-14 19:37:41.600710,33.39,-0.29
Curitiba,2023-10-14 19:37:41.600710,15.68,7.18
Fortaleza,2023-10-14 19:37:41.600710,33.61,20.5
Recife,2023-10-14 19:37:41.600710,25.0,3.94
Brasília,2023-10-14 19:37:41.600710,23.5,5.74
Manaus,2023-10-14 19:37:41.600710,31.52,0.76
São Paulo,2023-10-15 19:37:41.600710,18.11,7.29
Rio de Janeiro,2023-10-15 19:37:41.600710,36.28,9.78
Belo Horizonte,2023-10-15 19:37:41.600710,39.54,26.86
Porto Alegre,2023-10-15 19:37:41.600710,18.9,-7.02
Salvador,2023-10-15 19:37:41.600710,20.52,-3.66
Curitiba,2023-10-15 19:37:41.600710,23.7,13.23
Fortaleza,2023-10-15 19:37:41.600710,38.08,-1.5
Recife,2023-10-15 19:37:41.600710,19.51,12.96
Brasília,2023-10-15 19:37:41.600710,27.4,22.36
Manaus,2023-10-15 19:37:41.600710,15.33,3.41
São Paulo,2023-10-16 19:37:41.600710,28.87,20.42
Rio de Janeiro,2023-10-16 19:37:41.600710,20.0,7.18
Belo Horizonte,2023-10-16 19:37:41.600710,31.29,30.65
Porto Alegre,2023-10-16 19:37:41.600710,17.79,-5.17
Salvador,2023-10-16 19:37:41.600710,31.76,3.72
Curitiba,2023-10-16 19:37:41.600710,34.43,1.89
Fortaleza,2023-10-16 19:37:41.600710,17.36,5.86
Recife,2023-10-16 19:37:41.600710,20.64,12.66
Brasília,2023-10-16 19:37:41.600710,25.82,23.61
Manaus,2023-10-16 19:37:41.600710,22.45,17.63
São Paulo,2023-10-17 19:37:41.600710,34.85,-7.5
Rio de Janeiro,2023-10-17 19:37:41.600710,19.19,11.75
Belo Horizonte,2023-10-17 19:37:41.600710,18.92,10.96
Porto Alegre,2023-10-17 19:37:41.600710,35.29,13.81
Salvador,2023-10-17 19:37:41.600710,21.56,17.61
Curitiba,2023-10-17 19:37:41.600710,34.79,24.07
Fortaleza,2023-10-17 19:37:41.600710,31.74,16.56
Recife,2023-10-17 19:37:41.600710,26.32,1.93
Brasília,2023-10-17 19:37:41.600710,22.29,8.56
Manaus,2023-10-17 19:37:41.600710,15.84,1.82
São Paulo,2023-10-18 19:37:41.600710,38.62,-3.12
Rio de Janeiro,2023-10-18 19:37:41.600710,29.61,19.17
Belo Horizonte,2023-10-18 19:37:41.600710,28.76,-4.32
Porto Alegre,2023-10-18 19:37:41.600710,26.68,9.39
Salvador,2023-10-18 19:37:41.600710,15.36,8.92
Curitiba,2023-10-18 19:37:41.600710,28.31,24.34
Fortaleza,2023-10-18 19:37:41.600710,36.48,28.0
Recife,2023-10-18 19:37:41.600710,32.73,-7.7
Brasília,2023-10-18 19:37:41.600710,19.21,-2.4
Manaus,2023-10-18 19:37:41.600710,32.54,-7.09
São Paulo,2023-10-19 19:37:41.600710,32.39,21.11
Rio de Janeiro,2023-10-19 19:37:41.600710,18.61,-9.39
Belo Horizonte,2023-10-19 19:37:41.600710,36.27,10.35
Porto Alegre,2023-10-19 19:37:41.600710,35.63,3.9
Salvador,2023-10-19 19:37:41.600710,16.78,15.7
Curitiba,2023-10-19 19:37:41.600710,30.47,26.31
Fortaleza,2023-10-19 19:37:41.600710,31.9,13.5
Recife,2023-10-19 19:37:41.600710,39.13,20.73
Brasília,2023-10-19 19:37:41.600710,35.17,4.11
Manaus,2023-10-19 19:37:41.600710,29.6,16.02
São Paulo,2023-10-20 19:37:41.600710,19.52,3.28
Rio de Janeiro,2023-10-20 19:37:41.600710,15.19,3.15
Belo Horizonte,2023-10-20 19:37:41.600710,16.75,16.03
Porto Alegre,2023-10-20 19:37:41.600710,28.02,-8.3
Salvador,2023-10-20 19:37:41.600710,32.44,16.21
Curitiba,2023-10-20 19:37:41.600710,30.92,25.71
Fortaleza,2023-10-20 19:37:41.600710,25.6,-3.44
Recife,2023-10-20 19:37:41.600710,16.57,3.44
Brasília,2023-10-20 19:37:41.600710,28.12,15.4
Manaus,2023-10-20 19:37:41.600710,15.48,-3.16
São Paulo,2023-10-21 19:37:41.600710,39.96,38.56
Rio de Janeiro,2023-10-21 19:37:41.600710,38.71,-6.84
Belo Horizonte,2023-10-21 19:37:41.600710,34.76,15.3
Porto Alegre,2023-10-21 19:37:41.600710,17.71,-2.22
Salvador,2023-10-21 19:37:41.600710,29.87,-7.58
Curitiba,2023-10-21 19:37:41.600710,35.26,17.33
Fortaleza,2023-10-21 19:37:41.600710,28.42,25.55
Recife,2023-10-21 19:37:41.600710,22.65,20.1
Brasília,2023-10-21 19:37:41.600710,24.95,12.65
Manaus,2023-10-21 19:37:41.600710,28.27,-6.43
São Paulo,2023-10-22 19:37:41.600710,16.4,-4.5
Rio de Janeiro,2023-10-22 19:37:41.600710,36.18,12.01
Belo Horizonte,2023-10-22 19:37:41.600710,32.71,-4.13
Porto Alegre,2023-10-22 19:37:41.600710,34.83,26.02
Salvador,2023-10-22 19:37:41.600710,21.53,5.94
Curitiba,2023-10-22 19:37:41.600710,20.62,-8.19
Fortaleza,2023-10-22 19:37:41.600710,28.39,-4.2
Recife,2023-10-22 19:37:41.600710,30.4,4.55
Brasília,2023-10-22 19:37:41.600710,28.25,2.06
Manaus,2023-10-22 19:37:41.600710,29.45,16.68
São Paulo,2023-10-23 19:37:41.600710,17.84,6.72
Rio de Janeiro,2023-10-23 19:37:41.600710,19.78,-8.37
Belo Horizonte,2023-10-23 19:37:41.600710,18.15,11.4
Porto Alegre,2023-10-23 19:37:41.600710,34.69,10.29
Salvador,2023-10-23 19:37:41.600710,36.41,-8.17
Curitiba,2023-10-23 19:37:41.600710,23.34,3.35
Fortaleza,2023-10-23 19:37:41.600710,31.28,11.87
Recife,2023-10-23 19:37:41.600710,26.26,18.29
Brasília,2023-10-23 19:37:41.600710,31.36,-1.51
Manaus,2023-10-23 19:37:41.600710,22.6,10.57
São Paulo,2023-10-24 19:37:41.600710,31.4,13.44
Rio de Janeiro,2023-10-24 19:37:41.600710,27.39,6.47
Belo Horizonte,2023-10-24 19:37:41.600710,25.53,19.37
Porto Alegre,2023-10-24 19:37:41.600710,19.38,-5.89
Salvador,2023-10-24 19:37:41.600710,15.95,0.07
Curitiba,2023-10-24 19:37:41.600710,15.82,1.81
Fortaleza,2023-10-24 19:37:41.600710,30.67,5.16
Recife,2023-10-24 19:37:41.600710,35.95,24.8
Brasília,2023-10-24 19:37:41.600710,25.5,19.62
Manaus,2023-10-24 19:37:41.600710,34.39,23.38
São Paulo,2023-10-25 19:37:41.600710,32.71,8.89
Rio de Janeiro,2023-10-25 19:37:41.600710,23.37,19.52
Belo Horizonte,2023-10-25 19:37:41.600710,35.66,-9.76
Porto Alegre,2023-10-25 19:37:41.600710,16.82,2.03
Salvador,2023-10-25 19:37:41.600710,18.16,-9.28
Curitiba,2023-10-25 19:37:41.600710,20.75,16.01
Fortaleza,2023-10-25 19:37:41.600710,15.79,6.86
Recife,2023-10-25 19:37:41.600710,22.78,18.43
Brasília,2023-10-25 19:37:41.600710,38.52,17.91
Manaus,2023-10-25 19:37:41.600710,22.95,22.21
São Paulo,2023-10-26 19:37:41.600710,30.78,11.8
Rio de Janeiro,2023-10-26 19:37:41.600710,15.18,-4.65
Belo Horizonte,2023-10-26 19:37:41.600710,18.72,12.49
Porto Alegre,2023-10-26 19:37:41.600710,25.92,2.08
Salvador,2023-10-26 19:37:41.600710,36.77,-8.06
Curitiba,2023-10-26 19:37:41.600710,17.8,-5.58
Fortaleza,2023-10-26 19:37:41.600710,24.89,9.49
Recife,2023-10-26 19:37:41.600710,35.7,27.37
Brasília,2023-10-26 19:37:41.600710,17.66,-7.08
Manaus,2023-10-26 19:37:41.600710,34.35,8.03
São Paulo,2023-10-27 19:37:41.600710,19.57,15.16
Rio de Janeiro,2023-10-27 19:37:41.600710,36.12,34.39
Belo Horizonte,2023-10-27 19:37:41.600710,35.47,21.42
Porto Alegre,2023-10-27 19:37:41.600710,26.14,-8.46
Salvador,2023-10-27 19:37:41.600710,19.15,11.76
Curitiba,2023-10-27 19:37:41.600710,30.67,9.26
Fortaleza,2023-10-27 19:37:41.600710,15.84,7.62
Recife,2023-10-27 19:37:41.600710,15.13,12.64
Brasília,2023-10-27 19:37:41.600710,17.44,10.01
Manaus,2023-10-27 19:37:41.600710,30.17,20.09
São Paulo,2023-10-28 19:37:41.600710,33.12,19.2
Rio de Janeiro,2023-10-28 19:37:41.600710,27.25,-5.35
Belo Horizonte,2023-10-28 19:37:41.600710,37.94,-2.83
Porto Alegre,2023-10-28 19:37:41.600710,24.22,-6.77
Salvador,2023-10-28 19:37:41.600710,19.03,12.52
Curitiba,2023-10-28 19:37:41.600710,26.21,9.55
Fortaleza,2023-10-28 19:37:41.600710,34.1,2.0
Recife,2023-10-28 19:37:41.600710,39.39,-3.24
Brasília,2023-10-28 19:37:41.600710,39.89,19.39
Manaus,2023-10-28 19:37:41.600710,37.96,-7.42
São Paulo,2023-10-29 19:37:41.600710,29.41,10.4
Rio de Janeiro,2023-10-29 19:37:41.600710,37.94,35.26
Belo Horizonte,2023-10-29 19:37:41.600710,29.05,1.29
Porto Alegre,2023-10-29 19:37:41.600710,30.77,30.2
Salvador,2023-10-29 19:37:41.600710,22.13,16.32
Curitiba,2023-10-29 19:37:41.600710,25.18,10.06
Fortaleza,2023-10-29 19:37:41.600710,15.04,11.4
Recife,2023-10-29 19:37:41.600710,18.38,14.77
Brasília,2023-10-29 19:37:41.600710,33.0,2.52
Manaus,2023-10-29 19:37:41.600710,31.92,15.45
São Paulo,2023-10-30 19:37:41.600710,22.81,0.5
Rio de Janeiro,2023-10-30 19:37:41.600710,26.22,-4.52
Belo Horizonte,2023-10-30 19:37:41.600710,19.98,15.94
Porto Alegre,2023-10-30 19:37:41.600710,27.44,20.47
Salvador,2023-10-30 19:37:41.600710,28.71,19.75
Curitiba,2023-10-30 19:37:41.600710,15.17,-4.58
Fortaleza,2023-10-30 19:37:41.600710,36.75,1.06
Recife,2023-10-30 19:37:41.600710,17.77,-7.61
Brasília,2023-10-30 19:37:41.600710,25.31,3.66
Manaus,2023-10-30 19:37:41.600710,30.14,4.6
São Paulo,2023-10-31 19:37:41.600710,25.97,3.1
Rio de Janeiro,2023-10-31 19:37:41.600710,38.07,29.49
Belo Horizonte,2023-10-31 19:37:41.600710,16.27,-4.71
Porto Alegre,2023-10-31 19:37:41.600710,36.25,14.27
Salvador,2023-10-31 19:37:41.600710,34.51,-4.58
Curitiba,2023-10-31 19:37:41.600710,38.05,24.84
Fortaleza,2023-10-31 19:37:41.600710,39.88,11.22
Recife,2023-10-31 19:37:41.600710,38.62,24.19
Brasília,2023-10-31 19:37:41.600710,39.82,0.13
Manaus,2023-10-31 19:37:41.600710,37.24,23.59
São Paulo,2023-11-01 19:37:41.600710,37.32,4.32
Rio de Janeiro,2023-11-01 19:37:41.600710,21.1,4.68
Belo Horizonte,2023-11-01 19:37:41.600710,27.46,1.57
Porto Alegre,2023-11-01 19:37:41.600710,19.73,17.06
Salvador,2023-11-01 19:37:41.600710,27.45,4.37
Curitiba,2023-11-01 19:37:41.600710,20.31,10.45
Fortaleza,2023-11-01 19:37:41.600710,34.97,1.51
Recife,2023-11-01 19:37:41.600710,30.24,-7.7
Brasília,2023-11-01 19:37:41.600710,17.24,-8.91
Manaus,2023-11-01 19:37:41.600710,38.34,37.16
São Paulo,2023-11-02 19:37:41.600710,26.05,11.72
Rio de Janeiro,2023-11-02 19:37:41.600710,20.27,4.48
Belo Horizonte,2023-11-02 19:37:41.600710,17.77,14.88
Porto Alegre,2023-11-02 19:37:41.600710,28.06,-4.03
Salvador,2023-11-02 19:37:41.600710,15.75,12.59
Curitiba,2023-11-02 19:37:41.600710,39.4,30.19
Fortaleza,2023-11-02 19:37:41.600710,25.95,-6.09
Recife,2023-11-02 19:37:41.600710,21.15,-6.97
Brasília,2023-11-02 19:37:41.600710,24.97,23.96
Manaus,2023-11-02 19:37:41.600710,33.36,24.86
São Paulo,2023-11-03 19:37:41.600710,31.62,9.22
Rio de Janeiro,2023-11-03 19:37:41.600710,26.12,14.52
Belo Horizonte,2023-11-03 19:37:41.600710,29.37,-1.46
Porto Alegre,2023-11-03 19:37:41.600710,37.48,4.69
Salvador,2023-11-03 19:37:41.600710,35.86,-3.27
Curitiba,2023-11-03 19:37:41.600710,31.83,10.61
Fortaleza,2023-11-03 19:37:41.600710,28.58,12.54
Recife,2023-11-03 19:37:41.600710,25.54,15.93
Brasília,2023-11-03 19:37:41.600710,17.62,9.93
Manaus,2023-11-03 19:37:41.600710,23.42,-6.14
São Paulo,2023-11-04 19:37:41.600710,22.78,21.41
Rio de Janeiro,2023-11-04 19:37:41.600710,34.63,32.25
Belo Horizonte,2023-11-04 19:37:41.600710,37.31,13.88
Porto Alegre,2023-11-04 19:37:41.600710,27.2,22.2
Salvador,2023-11-04 19:37:41.600710,18.98,-0.59
Curitiba,2023-11-04 19:37:41.600710,16.85,-5.0
Fortaleza,2023-11-04 19:37:41.600710,39.91,6.25
Recife,2023-11-04 19:37:41.600710,24.34,0.3
Brasília,2023-11-04 19:37:41.600710,35.13,14.35
Manaus,2023-11-04 19:37:41.600710,39.41,12.14
São Paulo,2023-11-05 19:37:41.600710,27.9,26.67
Rio de Janeiro,2023-11-05 19:37:41.600710,23.68,12.93
Belo Horizonte,2023-11-05 19:37:41.600710,37.11,-7.2
Porto Alegre,2023-11-05 19:37:41.600710,26.46,13.24
Salvador,2023-11-05 19:37:41.600710,32.97,22.68
Curitiba,2023-11-05 19:37:41.600710,22.45,21.44
Fortaleza,2023-11-05 19:37:41.600710,17.86,9.47
Recife,2023-11-05 19:37:41.600710,23.59,-7.47
Brasília,2023-11-05 19:37:41.600710,19.94,-9.06
Manaus,2023-11-05 19:37:41.600710,15.36,-0.98
São Paulo,2023-11-06 19:37:41.600710,20.64,14.73
Rio de Janeiro,2023-11-06 19:37:41.600710,33.41,23.77
Belo Horizonte,2023-11-06 19:37:41.600710,19.04,18.42
Porto Alegre,2023-11-06 19:37:41.600710,18.8,12.63
Salvador,2023-11-06 19:37:41.600710,15.71,14.19
Curitiba,2023-11-06 19:37:41.600710,24.96,5.47
Fortaleza,2023-11-06 19:37:41.600710,29.56,18.02
Recife,2023-11-06 19:37:41.600710,32.08,26.45
Brasília,2023-11-06 19:37:41.600710,34.56,15.53
Manaus,2023-11-06 19:37:41.600710,26.35,-3.51
São Paulo,2023-11-07 19:37:41.600710,28.44,1.02
Rio de Janeiro,2023-11-07 19:37:41.600710,30.96,2.69
Belo Horizonte,2023-11-07 19:37:41.600710,16.08,13.36
Porto Alegre,2023-11-07 19:37:41.600710,20.18,17.49
Salvador,2023-11-07 19:37:41.600710,17.27,7.0
Curitiba,2023-11-07 19:37:41.600710,27.03,8.51
Fortaleza,2023-11-07 19:37:41.600710,17.22,0.51
Recife,2023-11-07 19:37:41.600710,30.67,15.12
Brasília,2023-11-07 19:37:41.600710,25.95,16.51
Manaus,2023-11-07 19:37:41.600710,24.15,7.66
São Paulo,2023-11-08 19:37:41.600710,30.25,10.53
Rio de Janeiro,2023-11-08 19:37:41.600710,22.77,16.85
Belo Horizonte,2023-11-08 19:37:41.600710,18.53,9.18
Porto Alegre,2023-11-08 19:37:41.600710,22.67,-1.02
Salvador,2023-11-08 19:37:41.600710,36.84,9.9
Curitiba,2023-11-08 19:37:41.600710,29.69,19.91
Fortaleza,2023-11-08 19:37:41.600710,18.81,1.82
Recife,2023-11-08 19:37:41.600710,24.33,17.19
Brasília,2023-11-08 19:37:41.600710,31.82,7.96
Manaus,2023-11-08 19:37:41.600710,19.4,1.87
São Paulo,2023-11-09 19:37:41.600710,33.46,18.52
Rio de Janeiro,2023-11-09 19:37:41.600710,35.51,-2.11
Belo Horizonte,2023-11-09 19:37:41.600710,29.61,25.42
Porto Alegre,2023-11-09 19:37:41.600710,23.25,-9.83
Salvador,2023-11-09 19:37:41.600710,29.38,-9.24
Curitiba,2023-11-09 19:37:41.600710,31.19,8.46
Fortaleza,2023-11-09 19:37:41.600710,36.74,8.13
Recife,2023-11-09 19:37:41.600710,30.63,-4.8
Brasília,2023-11-09 19:37:41.600710,19.13,-5.51
Manaus,2023-11-09 19:37:41.600710,34.74,13.22
São Paulo,2023-11-10 19:37:41.600710,39.62,34.02
Rio de Janeiro,2023-11-10 19:37:41.600710,29.45,13.96
Belo Horizonte,2023-11-10 19:37:41.600710,28.58,3.42
Porto Alegre,2023-11-10 19:37:41.600710,15.52,-0.97
Salvador,2023-11-10 19:37:41.600710,17.24,-8.74
Curitiba,2023-11-10 19:37:41.600710,25.99,1.13
Fortaleza,2023-11-10 19:37:41.600710,28.05,-5.9
Recife,2023-11-10 19:37:41.600710,21.25,17.85
Brasília,2023-11-10 19:37:41.600710,37.68,13.29
Manaus,2023-11-10 19:37:41.600710,33.69,-4.49
São Paulo,2023-11-11 19:37:41.600710,26.36,17.31
Rio de Janeiro,2023-11-11 19:37:41.600710,37.27,31.63
Belo Horizonte,2023-11-11 19:37:41.600710,27.67,21.34
Porto Alegre,2023-11-11 19:37:41.600710,24.69,7.81
Salvador,2023-11-11 19:37:41.600710,19.62,12.59
Curitiba,2023-11-11 19:37:41.600710,29.2,1.58
Fortaleza,2023-11-11 19:37:41.600710,22.14,-4.59
Recife,2023-11-11 19:37:41.600710,24.04,5.8
Brasília,2023-11-11 19:37:41.600710,21.52,-1.98
Manaus,2023-11-11 19:37:41.600710,28.16,-5.97
São Paulo,2023-11-12 19:37:41.600710,38.86,7.86
Rio de Janeiro,2023-11-12 19:37:41.600710,39.89,26.52
Belo Horizonte,2023-11-12 19:37:41.600710,31.96,29.1
Porto Alegre,2023-11-12 19:37:41.600710,15.83,14.08
Salvador,2023-11-12 19:37:41.600710,20.06,-3.75
Curitiba,2023-11-12 19:37:41.600710,23.89,6.25
Fortaleza,2023-11-12 19:37:41.600710,32.2,-8.54
Recife,2023-11-12 19:37:41.600710,36.94,15.47
Brasília,2023-11-12 19:37:41.600710,28.42,-0.78
Manaus,2023-11-12 19:37:41.600710,21.56,4.32
São Paulo,2023-11-13 19:37:41.600710,36.3,-1.38
Rio de Janeiro,2023-11-13 19:37:41.600710,19.09,-1.32
Belo Horizonte,2023-11-13 19:37:41.600710,31.05,28.44
Porto Alegre,2023-11-13 19:37:41.600710,16.64,13.6
Salvador,2023-11-13 19:37:41.600710,21.37,-8.85
Curitiba,2023-11-13 19:37:41.600710,32.73,28.01
Fortaleza,2023-11-13 19:37:41.600710,24.23,-5.19
Recife,2023-11-13 19:37:41.600710,25.68,24.94
Brasília,2023-11-13 19:37:41.600710,38.25,10.36
Manaus,2023-11-13 19:37:41.600710,38.95,10.91
São Paulo,2023-11-14 19:37:41.600710,22.23,21.13
Rio de Janeiro,2023-11-14 19:37:41.600710,39.61,19.39
Belo Horizonte,2023-11-14 19:37:41.600710,36.72,25.91
Porto Alegre,2023-11-14 19:37:41.600710,36.56,4.42
Salvador,2023-11-14 19:37:41.600710,26.45,0.24
Curitiba,2023-11-14 19:37:41.600710,17.13,-7.88
Fortaleza,2023-11-14 19:37:41.600710,39.79,0.7
Recife,2023-11-14 19:37:41.600710,30.98,18.78
Brasília,2023-11-14 19:37:41.600710,17.71,-9.43
Manaus,2023-11-14 19:37:41.600710,20.48,8.52
São Paulo,2023-11-15 19:37:41.600710,19.3,-0.3
Rio de Janeiro,2023-11-15 19:37:41.600710,28.91,27.56
Belo Horizonte,2023-11-15 19:37:41.600710,31.68,7.59
Porto Alegre,2023-11-15 19:37:41.600710,23.66,-6.63
Salvador,2023-11-15 19:37:41.600710,26.3,-5.76
Curitiba,2023-11-15 19:37:41.600710,38.07,4.4
Fortaleza,2023-11-15 19:37:41.600710,24.7,-2.02
Recife,2023-11-15 19:37:41.600710,25.12,-3.44
Brasília,2023-11-15 19:37:41.600710,17.77,12.69
Manaus,2023-11-15 19:37:41.600710,32.76,13.91
São Paulo,2023-11-16 19:37:41.600710,34.23,1.12
Rio de Janeiro,2023-11-16 19:37:41.600710,34.65,26.03
Belo Horizonte,2023-11-16 19:37:41.600710,19.12,-3.18
Porto Alegre,2023-11-16 19:37:41.600710,30.72,15.21
Salvador,2023-11-16 19:37:41.600710,26.31,11.45
Curitiba,2023-11-16 19:37:41.600710,18.77,11.74
Fortaleza,2023-11-16 19:37:41.600710,28.47,13.98
Recife,2023-11-16 19:37:41.600710,29.07,10.99
Brasília,2023-11-16 19:37:41.600710,34.09,2.18
Manaus,2023-11-16 19:37:41.600710,39.09,29.76
São Paulo,2023-11-17 19:37:41.600710,16.15,10.57
Rio de Janeiro,2023-11-17 19:37:41.600710,23.67,19.93
Belo Horizonte,2023-11-17 19:37:41.600710,17.84,1.33
Porto Alegre,2023-11-17 19:37:41.600710,28.52,21.24
Salvador,2023-11-17 19:37:41.600710,23.07,4.1
Curitiba,2023-11-17 19:37:41.600710,36.79,23.46
Fortaleza,2023-11-17 19:37:41.600710,36.57,1.12
Recife,2023-11-17 19:37:41.600710,39.43,-5.18
Brasília,2023-11-17 19:37:41.600710,18.04,15.41
Manaus,2023-11-17 19:37:41.600710,17.85,0.3
São Paulo,2023-11-18 19:37:41.600710,30.18,9.16
Rio de Janeiro,2023-11-18 19:37:41.600710,33.37,13.72
Belo Horizonte,2023-11-18 19:37:41.600710,26.63,15.88
Porto Alegre,2023-11-18 19:37:41.600710,34.37,-1.71
Salvador,2023-11-18 19:37:41.600710,24.78,8.06
Curitiba,2023-11-18 19:37:41.600710,25.43,-8.26
Fortaleza,2023-11-18 19:37:41.600710,30.69,11.33
Recife,2023-11-18 19:37:41.600710,26.29,14.4
Brasília,2023-11-18 19:37:41.600710,39.24,34.35
Manaus,2023-11-18 19:37:41.600710,27.46,0.25
São Paulo,2023-11-19 19:37:41.600710,20.44,13.34
Rio de Janeiro,2023-11-19 19:37:41.600710,21.52,18.16
